1088,王女,王女[おうじょ],Princess,王女はいつでも正しい。,王女[おうじょ]はいつでも 正[ただ]しい。,The princess is always right.,True,,,,2
1089,出す,出[だ]す,To Take Out,リサイクルのゴミを出す日です。,リサイクルのゴミを 出[だ]す 日[ひ]です。,It's the day to put out the recycling.,True,,,,5
1090,出る,出[で]る,To Exit,あちらの出口から出てください。,あちらの 出口[でぐち]から 出[で]てください。,Please leave using that exit.,True,,,,2
1091,出口,出口[でぐち],Exit,そこは出口ではありません。,そこは 出口[でぐち]ではありません。,That is not an exit.,True,,,,2
1092,右,右[みぎ],Right Direction,右の木は水をあげないで下さい。,右[みぎ]の 木[き]は 水[みず]をあげないで 下[くだ]さい。,Please don't water the tree on the right.,True,,,,2
1093,右手,右手[みぎて],Right Hand,右手に力が入らないんです。,右手[みぎて]に 力[ちから]が 入[はい]らないんです。,My right hand's feeling weak.,True,,,,4
1094,四,四[よん],Four,トマト四こ下さい。,トマト 四[よん]こ 下[くだ]さい。,Please give me four tomatoes.,True,,,,2
1095,四月,四[よん] 月[がつ],April,四月一日はエイプリルフールです。,四[よん] 月[がつ] 一日[ついたち]はエイプリルフールです。,April 1st is April Fool's Day.,True,,,,2
1096,四日,四[よん] 日[にち],Fourth Day,四日のデートは中止になった。,四[よん] 日[か]のデートは 中止[ちゅうし]になった。,The date on the 4th got canceled.,True,,,,4
1097,四つ,四[よん]つ,Four Things,ミルクシェイク、四つ下さい。,ミルクシェイク、 四[よん]つ 下[くだ]さい。,"Four milkshakes, please.",True,,,,4
1098,四千,四千[よんせん],Four Thousand,フォロワーが四千人になりました。,フォロワーが 四千[よんせん] 人[にん]になりました。,I hit four thousand followers.,True,,,,4
1099,四十,四十[よんじゅう],Forty,四十才になった日、ニューヨークにいました。,四十[よんじゅう] 才[さい]になった 日[ひ]、ニューヨークにいました。,I was in New York on the day I turned forty.,True,,,,4
1100,左,左[ひだり],Left Direction,左目のコンタクトレンズがない。,左目[ひだりめ]のコンタクトレンズがない。,The left contact lens is missing.,True,,,,2
1101,左手,左手[ひだりて],Left Hand,左手でスプーンをもった。,左手[ひだりて]でスプーンをもった。,I held a spoon with my left hand.,True,,,,4
1102,本,本[ほん],Book,この本、下さい。,この 本[ほん]、 下[くだ]さい。,"This book, please.",True,,,,2
1103,日本,日本[にっぽん],Japan,日本のカレーはおいしいです。,日本[にっぽん]のカレーはおいしいです。,Japanese curry is delicious.,True,,,,2
1104,正しい,正[ただ]しい,Correct,ママはいつも正しい。,ママはいつも 正[ただ]しい。,Mom is always right.,True,,,,2
1105,正す,正[ただ]す,To Correct,タスクはシステムエラーを正すことです。,タスクはシステムエラーを 正[ただ]すことです。,My task is to correct system errors.,True,,,,2
1106,玉,玉[たま],Ball,なんだ、この玉？,なんだ、この 玉[たま]？,What is this ball?,True,,,,2
1107,ビー玉,ビー 玉[だま],Marble,ビー玉は小さい丸い玉です。,ビー 玉[だま]は 小[ちい]さい 丸[まる]い 玉[たま]です。,"Marbles are small, round balls.",True,,,,3
1108,玉ねぎ,玉[たま]ねぎ,Onion,その丸い玉ねぎ下さい。,その 丸[まる]い 玉[たま]ねぎ 下[くだ]さい。,Please give me the round onion.,True,,,,2
1109,生まれる,生[う]まれる,To Be Born,今月、生まれるトイプードルをかうつもりです。,今月[こんげつ]、 生[う]まれるトイプードルをかうつもりです。,I'm planning to get a toy poodle that will be born this month.,True,,,,3
1110,生む,生[う]む,To Give Birth,お金は不正を生む。,お 金[かね]は 不正[ふせい]を 生[う]む。,Money breeds fraud.,True,,,,5
1111,生きる,生[い]きる,To Live,このジェネレーションを生きる人々にメッセージはありますか？,このジェネレーションを 生[い]きる 人々[ひとびと]にメッセージはありますか？,Do you have a message for people living in this generation?,True,,,,4
1112,生,生[なま],Fresh,生ビール、一つ下さい。,生[なま]ビール、 一[ひと]つ 下[くだ]さい。,"One draft beer, please.",True,,,,3
1113,田,田[た],Rice Field,田にはカエルがたくさんいますよ。,田[た]にはカエルがたくさんいますよ。,There are many frogs in the rice fields.,True,,,,2
1114,白,白[しろ],White,わたしのウェディングドレスは白です。,わたしのウェディングドレスは 白[しろ]です。,My wedding dress is white.,True,,,,2
1115,白人,白人[はくじん],White Person,日本で白人のパートナーとくらしてます。,日本[にっぽん]で 白人[はくじん]のパートナーとくらしてます。,I live in Japan with a Caucasian partner.,True,,,,2
1116,目,目[め],Eye,うちのハスキーは目がブルーです。,うちのハスキーは 目[め]がブルーです。,Our Husky's eyes are blue.,True,,,,2
1117,目玉,目玉[めだま],Eyeball,サーモンは目玉もおいしいですよ。,サーモンは 目玉[めだま]もおいしいですよ。,Salmon eye balls are tasty too.,True,,,,2
1118,石,石[いし],Stone,これは月の石です。,これは 月[つき]の 石[いし]です。,This is a moonstone.,True,,,,4
1119,立つ,立[た]つ,To Stand,ソファから立つのが下手なんです。,ソファから 立[た]つのが 下手[へた]なんです。,I'm not very good at getting up off the sofa.,True,,,,2
1120,立てる,立[た]てる,To Stand Something Up,ブックスタンドは本を立てるためのものです。,ブックスタンドは 本[ほん]を 立[た]てるためのものです。,A book stand is something to stand books on.,True,,,,5
1121,一万,一万[いちまん],Ten Thousand,ここの人口はおよそ一万人です。,ここの 人口[じんこう]はおよそ 一万[いちまん] 人[にん]です。,"The population here is about 10,000.",True,,,,3
1122,二万,二万[にまん],Twenty Thousand,このマンゴーは二万円もしました。,このマンゴーは 二万[にまん] 円[えん]もしました。,"This mango cost me 20,000 yen.",True,,,,3
1123,十万,十万[じゅうまん],One Hundred Thousand,このアパートは月に十万円くらいです。,このアパートは 月[つき]に 十万[じゅうまん] 円[えん]くらいです。,"This apartment costs about 100,000 yen a month.",True,,,,3
1124,今,今[いま],Now,今、日本にいます。,今[いま]、 日本[にっぽん]にいます。,I'm in Japan right now.,True,,,,3
1125,今日,今日[きょう],Today,今日、ひま？,今日[きょう]、ひま？,Are you free today?,True,,,,3
1126,今月,今月[こんげつ],This Month,今月は大切なテストがあります。,今月[こんげつ]は 大切[たいせつ]なテストがあります。,There's an important test this month.,True,,,,3
1127,元,元[もと],Origin,元のポジションは、もっと北でした。,元[もと]のポジションは、もっと 北[きた]でした。,The original position was further north.,True,,,,3
1128,半分,半分[はんぶん],Half,この本を半分までよみました。,この 本[ほん]を 半分[はんぶん]までよみました。,I’ve read halfway through this book.,True,,,,3
1129,分かる,分[わ]かる,To Understand,この人、だれか分かる？,この 人[ひと]、だれか 分[わ]かる？,Do you know who this person is?,True,,,,5
1130,分ける,分[わ]ける,To Separate Something,パスタを二人で分ける。,パスタを 二人[ふたり]で 分[わ]ける。,We split the pasta between two people.,True,,,,7
1131,分,分[ぶん],Part,それはお父さんの分のアイスクリームだよ。,それはお 父[ちち]さんの 分[ぶん]のアイスクリームだよ。,That's dad's portion of ice cream.,True,,,,3
1132,切れる,切[き]れる,To Be Cut,この糸は、すぐに切れる。,この 糸[いと]は、すぐに 切[き]れる。,These threads break off easily.,True,,,,6
1133,大切,大切[たいせつ],Important,友人は大切だ。,友人[ゆうじん]は 大切[たいせつ]だ。,Friends are important.,True,,,,3
1134,切る,切[き]る,To Cut,マンゴーはナイフで切る。,マンゴーはナイフで 切[き]る。,You cut mangos with a knife.,True,,,,3
1135,友人,友人[ゆうじん],Friend,マイケルさんは、父の友人です。,マイケルさんは、 父[ちち]の 友人[ゆうじん]です。,Michael is my father's friend.,True,,,,3
1136,太い,太[ふと]い,Fat,太い木がたくさんあった。,太[ふと]い 木[き]がたくさんあった。,There were many thick trees.,True,,,,3
1137,太る,太[ふと]る,To Get Fat,ジュースばっかりのむと太るよ。,ジュースばっかりのむと 太[ふと]るよ。,You'll get fat if you only drink juice.,True,,,,3
1138,少し,少[すこ]し,A Little,カレーが少しあるよ。,カレーが 少[すこ]しあるよ。,There's a little bit of curry.,True,,,,3
1139,少ない,少[すく]ない,Few,このエリアには白人やアジア人は少ないです。,このエリアには 白人[はくじん]やアジア 人[にん]は 少[すく]ないです。,There are few Caucasians and Asians in this area.,True,,,,3
1140,引く,引[ひ]く,To Pull,ビビッドピンクは人の目を引くカラーです。,ビビッドピンクは 人[ひと]の 目[め]を 引[ひ]くカラーです。,Vivid pink is an eye-catching color.,True,,,,3
1141,心,心[こころ],Heart,パパは心が大きい。,パパは 心[こころ]が 大[おお]きい。,Dad has a big heart.,True,,,,3
1142,戸口,戸口[とぐち],Doorway,このアパート、戸口のデザインがかわいいですね。,このアパート、 戸口[とぐち]のデザインがかわいいですね。,The design of this apartment's doorway is cute.,True,,,,3
1143,方,方[ほう],Way,北の方にショッピングモールがありますよ。,北[きた]の 方[ほう]にショッピングモールがありますよ。,There is a shopping mall in the North.,True,,,,3
1144,止まる,止[と]まる,To Stop,この白いラインで車が止まる。,この 白[しろ]いラインで 車[くるま]が 止[と]まる。,Cars stop at this white line.,True,,,,5
1145,止める,止[と]める,To Stop Something,火を止めるボタンはこれです。,火[ひ]を 止[と]めるボタンはこれです。,This is the button to stop the fire.,True,,,,3
1146,中止,中止[ちゅうし],Suspension,五日のカラオケコンテストは中止ですか？,五[いつ] 日[か]のカラオケコンテストは 中止[ちゅうし]ですか？,Is the karaoke contest on the 5th canceled?,True,,,,3
1147,毛,毛[け],Fur,この牛、毛がたくさんですね。,この 牛[うし]、 毛[け]がたくさんですね。,This cow has a lot of hair.,True,,,,3
1148,父,父[ちち],Father,わたしの父は、ドイツ人です。,わたしの 父[ちち]は、ドイツ 人[にん]です。,My father is German.,True,,,,3
1149,お父さん,お 父[ちち]さん,Father,お父さんにメールした。,お 父[ちち]さんにメールした。,I emailed my dad.,True,,,,3
1150,牛,牛[うし],Cow,牛がたくさんいますね。,牛[うし]がたくさんいますね。,There are many cows.,True,,,,3
1151,兄,兄[あに],Older Brother,兄が二人います。,兄[あに]が 二人[ふたり]います。,I have two older brothers.,True,,,,5
1152,お兄さん,お 兄[あに]さん,Older Brother,あの男の人が、山田さんのお兄さんです。,あの 男[おとこ]の 人[ひと]が、 山田[やまだ]さんのお 兄[あに]さんです。,That man is Yamada's older brother.,True,,,,7
1153,冬,冬[ふゆ],Winter,冬はコートとジャケットをきます。,冬[ふゆ]はコートとジャケットをきます。,I wear coats and jackets in winter.,True,,,,3
1154,北,北[きた],North,北はこっちですよ。,北[きた]はこっちですよ。,North is this way.,True,,,,3
1155,半,半[はん],Half,JLPTまで、あと一日半しかないよ。,JLPTまで、あと 一[いち] 日[にち] 半[はん]しかないよ。,There's only another day and a half until the JLPT exam.,True,,,,3
1156,古い,古[ふる]い,Old,このドレスは古いです。,このドレスは 古[ふる]いです。,This dress is old.,True,,,,3
1157,中古,中古[ちゅうこ],Secondhand,このベンツは中古です。,このベンツは 中古[ちゅうこ]です。,This Benz is secondhand.,True,,,,3
1158,一台,一[いち] 台[だい],One Machine,うちにはテレビが一台しかない。,うちにはテレビが 一[いち] 台[だい]しかない。,We have only one TV at home.,True,,,,3
1159,二台,二[に] 台[だい],Two Machines,母にスポーツカーをニ台プレゼントした。,母[はは]にスポーツカーをニ 台[だい]プレゼントした。,I gave my mother two sports cars as presents.,True,,,,3
1160,五台,五[ご] 台[だい],Five Machines,ホテルにパトカーが五台きた。,ホテルにパトカーが 五[ご] 台[だい]きた。,Five police came to the hotel.,True,,,,3
1161,十台,十[じゅう] 台[だい],Ten Machines,パソコンを十台オーダーした。,パソコンを 十[じゅう] 台[だい]オーダーした。,I ordered ten PCs.,True,,,,3
1162,外,外[そと],Outside,外でバーベキューしよう。,外[そと]でバーベキューしよう。,Let's barbecue outside.,True,,,,3
1163,外人,外人[がいじん],Foreigner,外人カップルとダブルデートをした。,外人[がいじん]カップルとダブルデートをした。,We had a double date with a foreign couple.,True,,,,3
1164,市,市[し],City,マニラ市の人口はどのくらいですか？,マニラ 市[し]の 人口[じんこう]はどのくらいですか？,What is the population of Manila City?,True,,,,3
1165,市立,市[し] 立[りつ],Municipal,市立プールは三ドルで入れるよ。,市[し] 立[りつ]プールは 三[さん]ドルで 入[い]れるよ。,You can get into the municipal pool for three dollars.,True,,,,3
1166,シアトル市,シアトル 市[し],Seattle,今はシアトル市にすんでいます。,今[いま]はシアトル 市[し]にすんでいます。,I live in Seattle now.,True,,,,3
1167,広い,広[ひろ]い,Wide,このキッチンカウンターすごく広いね。,このキッチンカウンターすごく 広[ひろ]いね。,This kitchen counter is very wide.,True,,,,3
1168,母,母[はは],Mother,母は六十六才です。,母[はは]は 六十六[ろくじゅうろく] 才[さい]です。,My mother is sixty-six years old.,True,,,,3
1169,お母さん,お 母[はは]さん,Mother,お母さんはどこ？,お 母[はは]さんはどこ？,Where’s mom?,True,,,,3
1170,用いる,用[もち]いる,To Utilize,これはフィットネストレーニングに用いるマシンです。,これはフィットネストレーニングに 用[もち]いるマシンです。,This is a machine used for fitness training.,True,,,,3
1171,矢,矢[や],Arrow,これはアーチェリーの矢です。,これはアーチェリーの 矢[や]です。,This is an archery arrow.,True,,,,3
1172,休み,休[やす]み,Rest,今日はクラスが休みです。,今日[きょう]はクラスが 休[やす]みです。,There's no class today.,True,,,,4
1173,休む,休[やす]む,To Rest,今日のクラス、休む？,今日[きょう]のクラス、 休[やす]む？,Should we skip today's class?,True,,,,4
1174,休止,休止[きゅうし],Suspension,しばらく、このクラスは休止です。,しばらく、このクラスは 休止[きゅうし]です。,This class will be on hiatus for a while.,True,,,,4
1175,休日,休日[きゅうじつ],Holiday,休日はワインをのみます。,休日[きゅうじつ]はワインをのみます。,I drink wine on holidays.,True,,,,4
1176,先ず,先[ま]ず,First Of All,先ず、トマトを切ります。,先[ま]ず、トマトを 切[き]ります。,"First, cut the tomatoes.",True,,,,4
1177,先,先[さき],Tip,ペンの先がつぶれた。,ペンの 先[さき]がつぶれた。,The tip of the pen got crushed.,True,,,,4
1178,先々月,先々[さきざき] 月[つき],Month Before Last,先々月、キューバにいきました。,先々[さきざき] 月[つき]、キューバにいきました。,I went to Cuba the month before last.,True,,,,4
1179,先月,先月[せんげつ],Last Month,先月は六月でした。,先月[せんげつ]は 六[ろく] 月[がつ]でした。,Last month was June.,True,,,,4
1180,先日,先日[せんじつ],The Other Day,先日はどうもありがとうございました。,先日[せんじつ]はどうもありがとうございました。,Thank you so much for the other day.,True,,,,4
1181,先生,先生[せんせい],Teacher,先生は「おはよう」といった。,先生[せんせい]は「おはよう」といった。,"The teacher said ""good morning.""",True,,,,4
1182,名人,名人[めいじん],Expert,父はフリスビーの名人です。,父[ちち]はフリスビーの 名人[めいじん]です。,My father is a frisbee expert.,True,,,,4
1183,名字,名字[みょうじ],Surname,名字は「田中」です。,名字[みょうじ]は「 田中[たなか]」です。,"My surname is ""Tanaka.""",True,,,,4
